64:cc:2e:00:00:00+88:dc:96:00:00:00+5745+0+0+149+0+1+0x00000000+1+1+0+1+20+8+0+0+0+0+0,1,33,36,48,70,45,221,191,127+0x00000002+0x00000000+1+1+0+0+0+1+0x00000003+0x00000000+0+1+20722+1+0+0+0+1+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0x00000000+0+0+0+0+0+0+0+0+0x00000000+0+0+1+0+0x00000001+0x00000002+0x00000003+0x00000003+0x00000003+0x00000002+0x00000003+0x00000003+0x00000003+XXXXXXXXX+1+0x0000001f+Xiaomi-Mi-5-5G
ac:3a:7a:00:00:00+f4:f5:d8:00:00:00+2462+0+0+11+0+0+0x00000000+0+0+1+0+20+10+0+0+0+0+0,1,33,36,48,50,45,127,221,221+++++++++++++4120,20722+1+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0x00000000+0+0+0+0+0+0+0+0+0x00000000+0+0+1+0++++++++++XXXXXXXXXX+1+0x00000016+Roku-2-24G
00:11:d9:00:00:00+64:a5:c3:68:9f:22+2437+0+0+6+0+0+0x00000000,0x00000000+0+0+1+1+18+7+0+1+1+0+0,1,50,33,36,48,45,127,221,221,221+++++++++++++36940,4120,20722+1+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0x00000000+0+0+0+0+0+0+0+0+0x00000000+0+0+1+0++++++++++ZZZZZZTest+1,1+0x00000017+TiVo-BOLT-24G
6c:83:36:6f:89:83+00:0b:6b:ed:eb:5d+2432++0+5+0+0+0x00000000,0x00000000+0+0+1+0+18+9+0++++0,1,33,36,48,50,45,221,221,221+++++++++++++4120,36940,20722+1+0+++++++++++++++++++++++++++++++++++++++++++++++++++++GEEKHOLD+1,1+0x00000019+Samsung-Galaxy-Nexus-24G
6c:40:08:00:00:00+00:0b:6b:00:00:00+2462++0+11+0+1+0x00000000,0x00000000+0+0+1+0+24+5+0++++0,1,33,36,48,50,45,70,221,221,221,221+++++++++++++4120,36940,20722,6130+1+0+++++++++++++++++++++++++++++++++++++++++++++++++++++XXXXXXXX+1,1+0x0000001a+iPhone-5s-24G
f8:95:c7:00:00:00+88:dc:96:00:00:00+5745+0+0+149+0+1+0x00000000+1+1+0+1+29+1+0+1+1+1+0,1,33,36,48,45,127,70,191,221,221,221+0x00000002+0x00000000+1+1+0+0+1+1+0x00000002+0x00000000+0+0+4120,36940,20722+1+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0x00000000+0+0+0+0+0+0+0+0+0x00000000+0+0+1+0+0x00000001+0x00000002+0x00000003+0x00000003+0x00000003+0x00000002+0x00000003+0x00000003+0x00000003+XXXXXXXXX+1+0x00000017+LG-G4-5G
ec:9b:f3:00:00:00+c4:e9:84:00:00:00+2462+1+0+11+0+0+0x00000000+0+0+1+0+18+9+0+1+1+1+0,1,50,33,36,48,45,127,107,199,221,221,221+++++++++++++36940,4120,20722+1+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0x00000000+0+0+0+0+0+0+0+0+0x00000000+0+0+1+0++++++++++XXXXXXXXXXX+1+0x00000017+Samsung-Galaxy-S5-24G
a8:9f:ba:00:00:00+04:a1:51:00:00:00+2462++0+11+0+0+0x00000000+0+0+1+0+20+11+0++++0,1,50,33,36,48,45,221,221+++++++++++++4120,20722+1+0+++++++++++++++++++++++++++++++++++++++++++++++++++++XXXXXXXX+1+0x00000017+Samsung-Galaxy-Young-2-24G
5c:8d:4e:00:00:00+00:0b:6b:00:00:00+2462++0+11+0+1+0x00000000,0x00000000+0+0+1+0+23+4+0++++0,1,33,36,48,50,45,70,221,221,221,221+++++++++++++4120,36940,20722,6130+1+0+++++++++++++++++++++++++++++++++++++++++++++++++++++XXXXXXX+1,1+0x0000001a+iPhone-5c-24G
54:40:ad:00:00:00+00:0b:6b:00:00:00+2462++0+11+0+0+0x00000000,0x00000000+0+0+1+0+++0++++0,1,48,50,45,221,221,221+++++++++++++4120,36940,20722+1+0+++++++++++++++++++++++++++++++++++++++++++++++++++++XXXXXXX+1,1+0x00000019+Samsung-Galaxy-Core-2-24G
10:68:3f:3b:c1:18+00:0b:6b:ed:eb:5d+2462+1+0+11+0+0+0x00000000+0+0+1+0+++0+0+++0,1,50,48,45,221,127+++++++++++++20722+1+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+1+0+0+0+0+0+0+1+0+0+0+0+0++++++++++++++++++++++++++GEEKHOLD+1+0x00000003+Nexus-4-24G
54:26:96:00:00:00+c4:e9:84:00:00:00+2462++0+11+0+0+0x00000000,0x00000000+0+0+1+0+20+3+0++++0,1,33,36,48,50,45,221,221,221+++++++++++++4120,36940,20722+1+0+++++++++++++++++++++++++++++++++++++++++++++++++++++XXXXXXXXXXX+1,1+0x0000001a+iPhone-5-24G
2c:33:7a:00:00:00+64:a5:c3:68:9f:22+2437+0,1+0+6+0+0+0x00000000+0+0+1+0+++0+0,0+0+0+0,1,50,45,127,221,221,48,127+++++++++++++3139,20722+1+0+0,0+0,0+0,0+0,0+0,0+0,0+0,0+0,0+0,0+0,0+0,0+0,0+0,0+0,0+0,1+0,0+0,0+0,0+0,0+0,0+0,0+0,1+0,0+0,0+1,0+0,0+0,0+0+0+0x00000000+0+1+0+0+0+0+0+0+0x00000000+0+0+0+0++++++++++ZZZZZZZZZZ+1+0x00000013+Sony-Bravia-TV-2015-model-24G
f0:27:65:00:00:00+00:0b:6b:00:00:00+2462++0+11+0+0+0x00000000,0x00000000+0+0+1+0+18+9+0++++0,1,33,36,48,50,45,221,221,221+++++++++++++4120,36940,20722+1+0+++++++++++++++++++++++++++++++++++++++++++++++++++++XXXXXXX+1,1+0x00000019+Samsung-Galaxy-S2plus-24G
